sample_id,domain,prompt_policy,question_path,question_simplified_path,target_path,target_logical_name,question_text,question_simplified_text,target_yaml_raw,target_yaml_normalized,question_char_count,question_simplified_char_count,target_yaml_char_count,question_word_count,question_simplified_word_count,prompt_pair_similarity,yaml_parse_ok,yaml_document_count,yaml_top_level_key_count,yaml_max_depth,yaml_mapping_nodes,yaml_list_nodes,yaml_scalar_nodes,yaml_total_nodes,normalization_semantics_preserved,validation_status,validation_notes,yaml_hash,duplicate_yaml_group_size,duplicate_prompt_group_size,near_duplicate_group_size,leakage_group,leakage_reasons,split
q55,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q55/question.txt,data/question/Kubernetes/q55/question_simplified.txt,data/docker_compose/Kubernetes/q55/labeled_code.yaml,target_yaml,"Create a basic Kubernetes DaemonSet that deploys an nginx container on every node. 
The DaemonSet should run in the kube-system namespace.
","Create a basic Kubernetes DaemonSet deploying an nginx container on every node in kube-system namespace.
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: nginx-daemon
  namespace: kube-system
spec:
  selector:
    matchLabels:
      name: nginx-daemon
  template:
    metadata:
      labels:
        name: nginx-daemon
    spec:
      containers:
      - name: nginx
        image: nginx
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: nginx-daemon
  namespace: kube-system
spec:
  selector:
    matchLabels:
      name: nginx-daemon
  template:
    metadata:
      labels:
        name: nginx-daemon
    spec:
      containers:
      - image: nginx
        name: nginx
",139,105,288,21,15,0.838174,True,1,4,7,10,1,8,19,True,ok,,e733804f874f17db8de96748d9a98119f562cdae0e188cc31b70087bf82e1aaf,1,1,1,group_037,sample_id_only,train
q56,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q56/question.txt,data/question/Kubernetes/q56/question_simplified.txt,data/docker_compose/Kubernetes/q56/labeled_code.yaml,target_yaml,"Modify the following DaemonSet configuration to tolerate running on master and control-plane nodes.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: nginx-daemon
spec:
  selector:
    matchLabels:
      name: nginx-daemon
  template:
    metadata:
      labels:
        name: nginx-daemon
    spec:
      containers:
      - name: nginx
        image: nginx
```","Modify DaemonSet config to tolerate running on master and control-plane nodes.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: nginx-daemon
spec:
  selector:
    matchLabels:
      name: nginx-daemon
  template:
    metadata:
      labels:
        name: nginx-daemon
    spec:
      containers:
      - name: nginx
        image: nginx
```","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: nginx-daemon
spec:
  selector:
    matchLabels:
      name: nginx-daemon
  template:
    metadata:
      labels:
        name: nginx-daemon
    spec:
      containers:
      - name: nginx
        image: nginx
      tolerations:
      - key: node-role.kubernetes.io/master
        operator: Exists
        effect: NoSchedule
      - key: node-role.kubernetes.io/control-plane
        operator: Exists
        effect: NoSchedule","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: nginx-daemon
spec:
  selector:
    matchLabels:
      name: nginx-daemon
  template:
    metadata:
      labels:
        name: nginx-daemon
    spec:
      containers:
      - image: nginx
        name: nginx
      tolerations:
      - effect: NoSchedule
        key: node-role.kubernetes.io/master
        operator: Exists
      - effect: NoSchedule
        key: node-role.kubernetes.io/control-plane
        operator: Exists
",370,349,480,37,35,0.915423,True,1,4,7,12,2,13,27,True,ok,,d4cf2ec40e623ae695d088ed51f5b774500d719aacf0b7c78121fe8bd40246bc,1,1,1,group_038,sample_id_only,train
q57,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q57/question.txt,data/question/Kubernetes/q57/question_simplified.txt,data/docker_compose/Kubernetes/q57/labeled_code.yaml,target_yaml,"I want to configure a Kubernetes DaemonSet that deploys an nginx container on every node and tolerates running on master and control-plane nodes. 
I also want to add a rolling update strategy that allows only one pod to be unavailable during the update.
","Configure a Kubernetes DaemonSet with nginx container on every node, tolerating master and control-plane nodes. Add rolling update strategy with max 1 unavailable pod.
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: nginx-daemon
spec:
  selector:
    matchLabels:
      name: nginx-daemon
  updateStrategy:
    type: RollingUpdate
    rollingUpdate:
      maxUnavailable: 1
  template:
    metadata:
      labels:
        name: nginx-daemon
    spec:
      containers:
      - name: nginx
        image: nginx
      tolerations:
      - key: node-role.kubernetes.io/master
        operator: Exists
        effect: NoSchedule
      - key: node-role.kubernetes.io/control-plane
        operator: Exists
        effect: NoSchedule","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: nginx-daemon
spec:
  selector:
    matchLabels:
      name: nginx-daemon
  template:
    metadata:
      labels:
        name: nginx-daemon
    spec:
      containers:
      - image: nginx
        name: nginx
      tolerations:
      - effect: NoSchedule
        key: node-role.kubernetes.io/master
        operator: Exists
      - effect: NoSchedule
        key: node-role.kubernetes.io/control-plane
        operator: Exists
  updateStrategy:
    rollingUpdate:
      maxUnavailable: 1
    type: RollingUpdate
",254,168,565,43,24,0.74463,True,1,4,7,14,2,15,31,True,ok,,b568f09b667e7791a277e9c688d5ef66c9a80c2eb069ec0a5a4b5bee4bad5b4e,1,1,1,group_039,sample_id_only,train
q58,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q58/question.txt,data/question/Kubernetes/q58/question_simplified.txt,data/docker_compose/Kubernetes/q58/labeled_code.yaml,target_yaml,"Create a DaemonSet and only run the daemon pods on nodes that have local solid state (SSD) storage. 
Specifically, the DaemonSet is named ssd-driver. It schedules pods only on nodes that have the label ssd: ""true"". The container should use the latest nginx image.","Create a DaemonSet named ssd-driver that runs daemon pods only on nodes labeled with ssd: ""true"". Use the latest nginx image for the container.
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ssd-driver
spec:
  selector:
    matchLabels:
      app: ssd-driver-pod
  template:
    metadata:
      labels:
        app: ssd-driver-pod
    spec:
      nodeSelector:
        ssd: ""true""
      containers:
      - name: nginx
        image: nginx:latest
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ssd-driver
spec:
  selector:
    matchLabels:
      app: ssd-driver-pod
  template:
    metadata:
      labels:
        app: ssd-driver-pod
    spec:
      containers:
      - image: nginx:latest
        name: nginx
      nodeSelector:
        ssd: 'true'
",263,144,310,45,25,0.523457,True,1,4,7,11,1,8,20,True,ok,,ffdc2ec9c6aae561578aa5da990403dcc230d581c21efd0aaac49cc8d3429c40,1,1,1,group_040,sample_id_only,train
q59,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q59/question.txt,data/question/Kubernetes/q59/question_simplified.txt,data/docker_compose/Kubernetes/q59/labeled_code.yaml,target_yaml,"Here is a Kubernetes YAML file. Please enhance the DaemonSet so that it should only schedule pods on nodes that have the label kubernetes.io/os: linux.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      containers:
      - name: nginx
        image: nginx
```","Enhance DaemonSet to schedule pods only on nodes with label kubernetes.io/os: linux.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      containers:
      - name: nginx
        image: nginx
```","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      containers:
      - image: nginx
        name: nginx
      nodeSelector:
        kubernetes.io/os: linux
",401,334,294,49,36,0.723748,True,1,4,7,11,1,8,20,True,ok,,903b433735ffa17550e5977619edad7e3bc3b435e7393519441def5155632b0d,1,1,1,group_041,sample_id_only,train
q60,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q60/question.txt,data/question/Kubernetes/q60/question_simplified.txt,data/docker_compose/Kubernetes/q60/labeled_code.yaml,target_yaml,"This is k8s DaemonSet configuration file. 
Please make some changes: 
(1) Add a liveness probe that checks an HTTP GET request against the path / on port 80. 
(2) Add a readiness probe that checks an HTTP GET request against the path / on port 80. The initial delay for both probes should be 5 seconds, and the timeout should be 1 second.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
```
","Modify k8s DaemonSet config file:
(1) Add liveness probe: HTTP GET request on port 80, path /
(2) Add readiness probe: HTTP GET request on port 80, path / with 5s initial delay and 1s timeout.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
```

","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
        livenessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
        readinessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      containers:
      - image: nginx
        livenessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
        name: nginx
        readinessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
      nodeSelector:
        kubernetes.io/os: linux
",641,496,583,90,63,0.765957,True,1,4,9,15,1,16,32,True,ok,,ae1acf56614c3985d1368284eb3f1fba78694d91c2408fe24cd697756f24f7ec,1,1,1,group_042,sample_id_only,train
q61,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q61/question.txt,data/question/Kubernetes/q61/question_simplified.txt,data/docker_compose/Kubernetes/q61/labeled_code.yaml,target_yaml,"Modify the existing DaemonSet to meet the following requirements:
- Set a CPU limit of 500m and a memory limit of 100Mi for the container.
- Mount a volume named shared-data to /var/shared-data in the container.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
        livenessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
        readinessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
```","Modify existing DaemonSet to:
- Set CPU limit to 500m and memory limit to 100Mi for container.
- Mount volume shared-data to /var/shared-data in container.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
        livenessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
        readinessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
```","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
        resources:
          limits:
            cpu: 500m
            memory: 100Mi
        volumeMounts:
        - name: shared-data
          mountPath: /var/shared-data
        livenessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
        readinessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
      volumes:
      - name: shared-data
        emptyDir: {}
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      containers:
      - image: nginx
        livenessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
        name: nginx
        readinessProbe:
          httpGet:
            path: /
            port: 80
          initialDelaySeconds: 5
          timeoutSeconds: 1
        resources:
          limits:
            cpu: 500m
            memory: 100Mi
        volumeMounts:
        - mountPath: /var/shared-data
          name: shared-data
      nodeSelector:
        kubernetes.io/os: linux
      volumes:
      - emptyDir: {}
        name: shared-data
",802,746,818,83,72,0.891003,True,1,4,9,20,3,21,44,True,ok,,c13ba9df47f31624b6d4273775ccd121da16abe3bbc71f6366bcb647ca735ff1,1,1,1,group_043,sample_id_only,test
q62,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q62/question.txt,data/question/Kubernetes/q62/question_simplified.txt,data/docker_compose/Kubernetes/q62/labeled_code.yaml,target_yaml,"I have attached a k8s YAML file which configures a DaemonSet. Can you have me create a ConfigMap named nginx-config with the data key: value, and mount this ConfigMap into the container at path /etc/nginx/config? Thanks!
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
        volumeMounts:
        - name: shared-data
          mountPath: /var/shared-data
      volumes:
      - name: shared-data
        emptyDir: {}
```","Create a ConfigMap named nginx-config with data key: value and mount it into the container at path /etc/nginx/config.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
        volumeMounts:
        - name: shared-data
          mountPath: /var/shared-data
      volumes:
      - name: shared-data
        emptyDir: {}
```","apiVersion: v1
kind: ConfigMap
metadata:
  name: nginx-config
data:
  key: value
---
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      nodeSelector:
        kubernetes.io/os: linux
      containers:
      - name: nginx
        image: nginx
        volumeMounts:
        - name: shared-data
          mountPath: /var/shared-data
        - name: nginx-config-volume
          mountPath: /etc/nginx/config
      volumes:
      - name: shared-data
        emptyDir: {}
      - name: nginx-config-volume
        configMap:
          name: nginx-config
","apiVersion: v1
data:
  key: value
kind: ConfigMap
metadata:
  name: nginx-config
---
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: my-ds
spec:
  selector:
    matchLabels:
      name: my-ds
  template:
    metadata:
      labels:
        name: my-ds
    spec:
      containers:
      - image: nginx
        name: nginx
        volumeMounts:
        - mountPath: /var/shared-data
          name: shared-data
        - mountPath: /etc/nginx/config
          name: nginx-config-volume
      nodeSelector:
        kubernetes.io/os: linux
      volumes:
      - emptyDir: {}
        name: shared-data
      - configMap:
          name: nginx-config
        name: nginx-config-volume
",672,569,686,74,56,0.678607,True,2,8,9,20,3,19,42,True,ok,,5bb7b8530fdcc10ca7ea9f5b1b27800ef66da48dc5c0ca90be48fab02421d1d6,1,1,1,group_044,sample_id_only,train
q63,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q63/question.txt,data/question/Kubernetes/q63/question_simplified.txt,data/docker_compose/Kubernetes/q63/labeled_code.yaml,target_yaml,"I need a DaemonSet yaml with the name ""dnsconfig"" using the latest nginx image. It should have 
a ""dnsConfig"" with a nameserver of ""8.8.8.8"" and a search domain of ""mydomain.com"". The Pod 
template should be labeled with ""app: dnsconfig"".","Create a DaemonSet yaml named ""dnsconfig"" with the latest nginx image. Include a ""dnsConfig"" with nameserver ""8.8.8.8"" and search domain ""mydomain.com"". Label the Pod template with ""app: dnsconfig"".
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: dnsconfig
spec:
  selector:
    matchLabels:
      app: dnsconfig
  template:
    metadata:
      labels:
        app: dnsconfig
    spec:
      dnsConfig:
        nameservers:
        - 8.8.8.8
        searches:
        - mydomain.com
      containers:
      - name: nginx
        image: nginx:latest
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: dnsconfig
spec:
  selector:
    matchLabels:
      app: dnsconfig
  template:
    metadata:
      labels:
        app: dnsconfig
    spec:
      containers:
      - image: nginx:latest
        name: nginx
      dnsConfig:
        nameservers:
        - 8.8.8.8
        searches:
        - mydomain.com
",238,199,356,41,30,0.834101,True,1,4,7,11,3,9,23,True,ok,,f95047260fd05de902f88035f4d17c472bed92a50553ca778c563f641a5df21e,2,1,1,group_018,exact_yaml_duplicate,test
q64,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q64/question.txt,data/question/Kubernetes/q64/question_simplified.txt,data/docker_compose/Kubernetes/q64/labeled_code.yaml,target_yaml,"Compose a yaml file to create a Kubernetes DaemonSet named ""fluentd-elasticsearch"" which utilizes the 
image ""quay.io/fluentd_elasticsearch/fluentd:v2.5.2"". Ensure the DaemonSet pods are scheduled only on 
nodes with a specific field ""key-name"" set to the value ""value-name"".","Create a yaml for a k8s DaemonSet named ""fluentd-elasticsearch"" using image ""quay.io/fluentd_elasticsearch/fluentd:v2.5.2"". Pods should be scheduled on nodes with ""key-name""=""value-name"".
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: fluentd-elasticsearch
spec:
  selector:
    matchLabels:
      name: fluentd-elasticsearch
  template:
    metadata:
      labels:
        name: fluentd-elasticsearch
    spec:
      affinity:
        nodeAffinity:
          requiredDuringSchedulingIgnoredDuringExecution:
            nodeSelectorTerms:
            - matchExpressions:
              - key: key-name
                operator: In
                values:
                - value-name
      containers:
      - image: quay.io/fluentd_elasticsearch/fluentd:v2.5.2
        name: fluentd-elasticsearch
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: fluentd-elasticsearch
spec:
  selector:
    matchLabels:
      name: fluentd-elasticsearch
  template:
    metadata:
      labels:
        name: fluentd-elasticsearch
    spec:
      affinity:
        nodeAffinity:
          requiredDuringSchedulingIgnoredDuringExecution:
            nodeSelectorTerms:
            - matchExpressions:
              - key: key-name
                operator: In
                values:
                - value-name
      containers:
      - image: quay.io/fluentd_elasticsearch/fluentd:v2.5.2
        name: fluentd-elasticsearch
",275,188,616,37,23,0.734783,True,1,4,13,15,4,10,29,True,ok,,e2c58f15b5c78b09ad813ee2e05e3b3de1350cbd9596585a1403793de031cc54,2,1,1,group_019,exact_yaml_duplicate,validation
q65,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q65/question.txt,data/question/Kubernetes/q65/question_simplified.txt,data/docker_compose/Kubernetes/q65/labeled_code.yaml,target_yaml,"Design a DaemonSet YAML that binds the container's port 80 to the node's port 30080. Deploy a container with the ""nginx:latest"" image.
The Pod template should be labeled with ""app: ds-hostport"".
","Design a DaemonSet YAML binding container port 80 to node port 30080. Deploy container with ""nginx:latest"" image. Pod template labeled ""app: ds-hostport"".
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-hostport
spec:
  selector:
    matchLabels:
      app: ds-hostport
  template:
    metadata:
      labels:
        app: ds-hostport
    spec:
      containers:
      - name: nginx
        image: nginx:latest
        ports:
        - name: http
          containerPort: 80
          hostPort: 30080","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-hostport
spec:
  selector:
    matchLabels:
      app: ds-hostport
  template:
    metadata:
      labels:
        app: ds-hostport
    spec:
      containers:
      - image: nginx:latest
        name: nginx
        ports:
        - containerPort: 80
          hostPort: 30080
          name: http
",195,155,354,34,23,0.867816,True,1,4,9,11,2,10,23,True,ok,,23ad4771314049fe24203e90c95f29b576f316b3c3eff2cbcce24b67b89b6176,2,1,1,group_020,exact_yaml_duplicate,validation
q66,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q66/question.txt,data/question/Kubernetes/q66/question_simplified.txt,data/docker_compose/Kubernetes/q66/labeled_code.yaml,target_yaml,"Conceive a DaemonSet YAML that mounts the node's ""/var/log/nginx"" directory into the container at the same path. The DaemonSet 
should run a container using the ""nginx:latest"" image. The Pod template should be labeled with ""app: ds-hostpath"".
","Create a DaemonSet YAML that mounts the node's ""/var/log/nginx"" directory into the container at the same path. Use the ""nginx:latest"" image and label the Pod template with ""app: ds-hostpath"".
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-hostpath
spec:
  selector:
    matchLabels:
      app: ds-hostpath
  template:
    metadata:
      labels:
        app: ds-hostpath
    spec:
      containers:
      - name: nginx
        image: nginx:latest
        volumeMounts:
        - name: nginx-logs
          mountPath: /var/log/nginx
      volumes:
      - name: nginx-logs
        hostPath:
          path: /var/log/nginx
          type: DirectoryOrCreate
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-hostpath
spec:
  selector:
    matchLabels:
      app: ds-hostpath
  template:
    metadata:
      labels:
        app: ds-hostpath
    spec:
      containers:
      - image: nginx:latest
        name: nginx
        volumeMounts:
        - mountPath: /var/log/nginx
          name: nginx-logs
      volumes:
      - hostPath:
          path: /var/log/nginx
          type: DirectoryOrCreate
        name: nginx-logs
",243,192,473,38,31,0.819444,True,1,4,9,13,3,12,28,True,ok,,72d21e5befb194489f5056a0888d1a6fb5e162bf2c93f040f2c44517e37e3fd2,3,1,1,group_012,exact_yaml_duplicate,validation
q67,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q67/question.txt,data/question/Kubernetes/q67/question_simplified.txt,data/docker_compose/Kubernetes/q67/labeled_code.yaml,target_yaml,"Please write a k8s YAML file to create a deployment that brings up a redis Pod. 
Please use image ""docker.io/redis:6.0.5"". 
The deployment and pods should be labeled with ""app: redis"".","Write a k8s YAML for a deployment creating a redis Pod using image ""docker.io/redis:6.0.5"". Label the deployment and pods as ""app: redis"".
","apiVersion: apps/v1
kind: Deployment
metadata:
  name: redis-leader # *
  labels:
    app: redis
spec:
  selector:
    matchLabels:
      app: redis
  template:
    metadata:
      labels:
        app: redis
    spec:
      containers:
      - name: leader # *
        image: ""docker.io/redis:6.0.5""
        resources:
          requests:
            cpu: 100m # *
            memory: 100Mi # *
        ports:
        - containerPort: 6379 # *","apiVersion: apps/v1
kind: Deployment
metadata:
  labels:
    app: redis
  name: redis-leader
spec:
  selector:
    matchLabels:
      app: redis
  template:
    metadata:
      labels:
        app: redis
    spec:
      containers:
      - image: docker.io/redis:6.0.5
        name: leader
        ports:
        - containerPort: 6379
        resources:
          requests:
            cpu: 100m
            memory: 100Mi
",184,139,443,32,24,0.78125,True,1,4,9,14,2,11,27,True,ok,,07a42b0c4cc381c6c582557911bf1b3be4d599336acf079ac83af7061eab4fa9,1,1,1,group_045,sample_id_only,train
q68,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q68/question.txt,data/question/Kubernetes/q68/question_simplified.txt,data/docker_compose/Kubernetes/q68/labeled_code.yaml,target_yaml,"I have a Service Account (kettle) on minikube. Create a Deployment (kettle) and a PersistentVolumeClaim (kettle-data).
The Deployment has one replica (kettle). Use the SA kettle in the Deployment. Label the Pod with the key app and value kettle. 
The Deployment should have one container (kettle). Use the image busybox. 
The container should have two environment variables: DEPLOYMENT with the value prod; SUBSCRIPTION_PATH with the value local-subscription. The container should mount a volume at /data from the PVC kettle-data. 
The container runs the commands: ""/bin/sh -c sleep 600"".
","Create a Deployment (kettle) and a PersistentVolumeClaim (kettle-data) using the Service Account (SA) kettle on minikube. 
Deployment (kettle) has 1 replica and uses the SA kettle. 
Label the Pod with app:kettle. 
Deployment (kettle) has 1 container using the image busybox. 
Container has 2 environment variables: DEPLOYMENT=prod and SUBSCRIPTION_PATH=local-subscription. 
Container mounts a volume at /data from PVC kettle-data. 
Container runs the command: ""/bin/sh -c sleep 600"".
","apiVersion: v1
kind: ServiceAccount
metadata:
  name: kettle
---
apiVersion: v1
kind: PersistentVolumeClaim
metadata:
  name: kettle-data
spec:
  accessModes:
    - ReadWriteOnce
  resources:
    requests:
      storage: 1Gi
---
apiVersion: apps/v1
kind: Deployment
metadata:
  name: kettle
spec:
  replicas: 1
  selector:
    matchLabels:
      app: kettle
  template:
    metadata:
      labels:
        app: kettle
    spec:
      serviceAccountName: kettle
      containers:
      - name: kettle
        image: busybox
        imagePullPolicy: IfNotPresent
        command: [""/bin/sh"", ""-c"", ""sleep 600""]
        env:
        - name: DEPLOYMENT
          value: prod
        - name: SUBSCRIPTION_PATH
          value: local-subscription
        volumeMounts:
        - name: data
          mountPath: /data
      volumes:
      - name: data
        persistentVolumeClaim:
          claimName: kettle-data
","apiVersion: v1
kind: ServiceAccount
metadata:
  name: kettle
---
apiVersion: v1
kind: PersistentVolumeClaim
metadata:
  name: kettle-data
spec:
  accessModes:
  - ReadWriteOnce
  resources:
    requests:
      storage: 1Gi
---
apiVersion: apps/v1
kind: Deployment
metadata:
  name: kettle
spec:
  replicas: 1
  selector:
    matchLabels:
      app: kettle
  template:
    metadata:
      labels:
        app: kettle
    spec:
      containers:
      - command:
        - /bin/sh
        - -c
        - sleep 600
        env:
        - name: DEPLOYMENT
          value: prod
        - name: SUBSCRIPTION_PATH
          value: local-subscription
        image: busybox
        imagePullPolicy: IfNotPresent
        name: kettle
        volumeMounts:
        - mountPath: /data
          name: data
      serviceAccountName: kettle
      volumes:
      - name: data
        persistentVolumeClaim:
          claimName: kettle-data
",589,484,909,92,68,0.12806,True,3,11,9,22,6,29,57,True,ok,,17018a9b2f4ff54858169b6d700feb6e202404eef2b9b7709b38d12572c75fd8,1,1,1,group_046,sample_id_only,test
q69,Kubernetes,retain_both_variants_shared_split,data/question/Kubernetes/q69/question.txt,data/question/Kubernetes/q69/question_simplified.txt,data/docker_compose/Kubernetes/q69/labeled_code.yaml,target_yaml,"This is an incomplete Kubernetes deployment definition in YAML. 
Please provide a complete one that uses the nginx image and labels the pods with app: nginx-label.
```
apiVersion: apps/v1
kind: Deployment
metadata:
  name: sample-dp
spec:
  replicas: 3
```
","Provide a complete YAML for a Kubernetes deployment using the nginx image and labeling the pods with app: nginx-label. The deployment should have 3 replicas.
```
apiVersion: apps/v1
kind: Deployment
metadata:
  name: sample-dp
spec:
  replicas: 3
```
","apiVersion: apps/v1
kind: Deployment
metadata:
  name: sample-dp
spec:
  replicas: 3
  selector:
    matchLabels:
      app: nginx-label
  template:
    metadata:
      labels:
        app: nginx-label
    spec:
      containers:
      - name: nginx
        image: nginx:latest
","apiVersion: apps/v1
kind: Deployment
metadata:
  name: sample-dp
spec:
  replicas: 3
  selector:
    matchLabels:
      app: nginx-label
  template:
    metadata:
      labels:
        app: nginx-label
    spec:
      containers:
      - image: nginx:latest
        name: nginx
",257,251,278,36,35,0.692153,True,1,4,7,10,1,8,19,True,ok,,038e48f5a0255b570229e238282131d7647fc7f526edb1fd7fa88c1697a6c4a6,1,1,1,group_047,sample_id_only,train
