sample_id,domain,prompt_variant,prompt_path,prompt_text,prompt_text_normalized,prompt_hash,prompt_char_count,prompt_word_count,target_path,target_logical_name,target_yaml_raw,target_yaml_normalized,yaml_parse_ok,prompt_policy,validation_status,validation_notes,leakage_group,leakage_reasons,split
q34,Kubernetes,question,data/question/Kubernetes/q34/question.txt,"Craft a DaemonSet yaml named ""hostalias-daemonset"" with Pods labeled ""app: hostalias-daemonset"". These Pods should use 
host aliases to map the IP ""10.1.2.3"" to the hostname ""myapp.local"", utilize the busybox image, and run for an hour.","craft a daemonset yaml named ""hostalias-daemonset"" with pods labeled ""app: hostalias-daemonset"". these pods should use host aliases to map the ip ""10.1.2.3"" to the hostname ""myapp.local"", utilize the busybox image, and run for an hour.",6c8de4872142ab45ee3144b4f4c0e786ea23e6e3b4f134e584f138114d3672a6,236,36,data/docker_compose/Kubernetes/q34/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: hostalias-daemonset
spec:
  selector:
    matchLabels:
      app: hostalias-daemonset
  template:
    metadata:
      labels:
        app: hostalias-daemonset
    spec:
      hostAliases: 
      - ip: ""10.1.2.3""
        hostnames: # *
        - ""myapp.local""
      containers:
      - name: busybox
        image: busybox
        command: [""sleep"", ""3600""] # *","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: hostalias-daemonset
spec:
  selector:
    matchLabels:
      app: hostalias-daemonset
  template:
    metadata:
      labels:
        app: hostalias-daemonset
    spec:
      containers:
      - command:
        - sleep
        - '3600'
        image: busybox
        name: busybox
      hostAliases:
      - hostnames:
        - myapp.local
        ip: 10.1.2.3
",True,retain_both_variants_shared_split,ok,,group_015,exact_yaml_duplicate,validation
q34,Kubernetes,question_simplified,data/question/Kubernetes/q34/question_simplified.txt,"Create a DaemonSet yaml named ""hostalias-daemonset"" with Pods labeled ""app: hostalias-daemonset"". Pods should use host aliases to map IP ""10.1.2.3"" to hostname ""myapp.local"". Use busybox image and run for an hour.
","create a daemonset yaml named ""hostalias-daemonset"" with pods labeled ""app: hostalias-daemonset"". pods should use host aliases to map ip ""10.1.2.3"" to hostname ""myapp.local"". use busybox image and run for an hour.",5a81d235a135b54063234a8ee173d31d4b17ce4222426bc5ae87456612d448a1,214,33,data/docker_compose/Kubernetes/q34/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: hostalias-daemonset
spec:
  selector:
    matchLabels:
      app: hostalias-daemonset
  template:
    metadata:
      labels:
        app: hostalias-daemonset
    spec:
      hostAliases: 
      - ip: ""10.1.2.3""
        hostnames: # *
        - ""myapp.local""
      containers:
      - name: busybox
        image: busybox
        command: [""sleep"", ""3600""] # *","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: hostalias-daemonset
spec:
  selector:
    matchLabels:
      app: hostalias-daemonset
  template:
    metadata:
      labels:
        app: hostalias-daemonset
    spec:
      containers:
      - command:
        - sleep
        - '3600'
        image: busybox
        name: busybox
      hostAliases:
      - hostnames:
        - myapp.local
        ip: 10.1.2.3
",True,retain_both_variants_shared_split,ok,,group_015,exact_yaml_duplicate,validation
q35,Kubernetes,question,data/question/Kubernetes/q35/question.txt,"Given the Kubernetes structure below, I'd like you to incorporate the utilization of a Service Account for the DaemonSet. Here are the specifics I need:
1. Create a Service Account with a unique identifier.
2. Use the above Service Account in a DaemonSet definition, the DaemonSet should have a container that continuously prints a specific message every 10 seconds.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-service-account-set
spec:
  selector:
    matchLabels:
      name: ds-service-account-set
  template:
    metadata:
      labels:
        name: ds-service-account-set
    spec:
      containers:
      - name: ds-service-account-container
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Running with service account'; sleep 10; done"" ]
```","given the kubernetes structure below, i'd like you to incorporate the utilization of a service account for the daemonset. here are the specifics i need: 1. create a service account with a unique identifier. 2. use the above service account in a daemonset definition, the daemonset should have a container that continuously prints a specific message every 10 seconds. ``` apiversion: apps/v1 kind: daemonset metadata: name: ds-service-account-set spec: selector: matchlabels: name: ds-service-account-set template: metadata: labels: name: ds-service-account-set spec: containers: - name: ds-service-account-container image: busybox command: [ ""sh"", ""-c"", ""while true; do echo 'running with service account'; sleep 10; done"" ] ```",8d3894889f2220e612c31ec37c1186995b92ce60a701a9c2e1e4f6f67160d207,794,98,data/docker_compose/Kubernetes/q35/labeled_code.yaml,target_yaml,"apiVersion: v1
kind: ServiceAccount
metadata:
  name: ds-service-account

---

apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-service-account-set
spec:
  selector:
    matchLabels:
      name: ds-service-account-set
  template:
    metadata:
      labels:
        name: ds-service-account-set
    spec:
      serviceAccountName: ds-service-account
      containers:
      - name: ds-service-account-container
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Running with service account'; sleep 10; done"" ]
","apiVersion: v1
kind: ServiceAccount
metadata:
  name: ds-service-account
---
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-service-account-set
spec:
  selector:
    matchLabels:
      name: ds-service-account-set
  template:
    metadata:
      labels:
        name: ds-service-account-set
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Running with service account'; sleep 10; done
        image: busybox
        name: ds-service-account-container
      serviceAccountName: ds-service-account
",True,retain_both_variants_shared_split,ok,,group_026,exact_yaml_duplicate,validation
q35,Kubernetes,question_simplified,data/question/Kubernetes/q35/question_simplified.txt,"How can I incorporate a Service Account into a DaemonSet in Kubernetes?
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-service-account-set
spec:
  selector:
    matchLabels:
      name: ds-service-account-set
  template:
    metadata:
      labels:
        name: ds-service-account-set
    spec:
      containers:
      - name: ds-service-account-container
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Running with service account'; sleep 10; done"" ]
```","how can i incorporate a service account into a daemonset in kubernetes? ``` apiversion: apps/v1 kind: daemonset metadata: name: ds-service-account-set spec: selector: matchlabels: name: ds-service-account-set template: metadata: labels: name: ds-service-account-set spec: containers: - name: ds-service-account-container image: busybox command: [ ""sh"", ""-c"", ""while true; do echo 'running with service account'; sleep 10; done"" ] ```",6a8dac2963eac46735c2166003757b02277e0df075ed24390e69aa6ed308a5bf,499,50,data/docker_compose/Kubernetes/q35/labeled_code.yaml,target_yaml,"apiVersion: v1
kind: ServiceAccount
metadata:
  name: ds-service-account

---

apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-service-account-set
spec:
  selector:
    matchLabels:
      name: ds-service-account-set
  template:
    metadata:
      labels:
        name: ds-service-account-set
    spec:
      serviceAccountName: ds-service-account
      containers:
      - name: ds-service-account-container
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Running with service account'; sleep 10; done"" ]
","apiVersion: v1
kind: ServiceAccount
metadata:
  name: ds-service-account
---
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-service-account-set
spec:
  selector:
    matchLabels:
      name: ds-service-account-set
  template:
    metadata:
      labels:
        name: ds-service-account-set
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Running with service account'; sleep 10; done
        image: busybox
        name: ds-service-account-container
      serviceAccountName: ds-service-account
",True,retain_both_variants_shared_split,ok,,group_026,exact_yaml_duplicate,validation
q36,Kubernetes,question,data/question/Kubernetes/q36/question.txt,"Compose a yaml file to create a k8s DaemonSet. This DaemonSet should run Pods that house two containers:
1. The first container, named ""container-1"", should utilize the busybox image and continuously execute the command to echo 'Container 1 Running' every 10 seconds.
2. The second container, named ""container-2"", should also use the busybox image but constantly execute a command to echo 'Container 2 Running' every 15 seconds.
Furthermore, ensure that the Pod's metadata contains a label with the key ""name"" and value ""ds-multi-container"".
","compose a yaml file to create a k8s daemonset. this daemonset should run pods that house two containers: 1. the first container, named ""container-1"", should utilize the busybox image and continuously execute the command to echo 'container 1 running' every 10 seconds. 2. the second container, named ""container-2"", should also use the busybox image but constantly execute a command to echo 'container 2 running' every 15 seconds. furthermore, ensure that the pod's metadata contains a label with the key ""name"" and value ""ds-multi-container"".",24e195b9f0d922ea74e7ca468dd79f5b05235edc722d0d2ab8c1386d80469f77,542,85,data/docker_compose/Kubernetes/q36/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
    spec:
      containers:
      - name: container-1
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Container 1 Running'; sleep 10; done"" ]
      - name: container-2
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Container 2 Running'; sleep 15; done"" ]
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Container 1 Running'; sleep 10; done
        image: busybox
        name: container-1
      - command:
        - sh
        - -c
        - while true; do echo 'Container 2 Running'; sleep 15; done
        image: busybox
        name: container-2
",True,retain_both_variants_shared_split,ok,,group_027,exact_yaml_duplicate,validation
q36,Kubernetes,question_simplified,data/question/Kubernetes/q36/question_simplified.txt,"Create a yaml for a k8s DaemonSet. Pods have 2 containers: ""container-1"" with busybox image echoing 'Container 1 Running' every 10s, and ""container-2"" with busybox image echoing 'Container 2 Running' every 15s. Pod metadata has label ""name: ds-multi-container"".
","create a yaml for a k8s daemonset. pods have 2 containers: ""container-1"" with busybox image echoing 'container 1 running' every 10s, and ""container-2"" with busybox image echoing 'container 2 running' every 15s. pod metadata has label ""name: ds-multi-container"".",97d562ecdc24a46a09aa66eb217a770d0778d817a8ad2b79028f7f690206610e,262,39,data/docker_compose/Kubernetes/q36/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
    spec:
      containers:
      - name: container-1
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Container 1 Running'; sleep 10; done"" ]
      - name: container-2
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Container 2 Running'; sleep 15; done"" ]
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Container 1 Running'; sleep 10; done
        image: busybox
        name: container-1
      - command:
        - sh
        - -c
        - while true; do echo 'Container 2 Running'; sleep 15; done
        image: busybox
        name: container-2
",True,retain_both_variants_shared_split,ok,,group_027,exact_yaml_duplicate,validation
q37,Kubernetes,question,data/question/Kubernetes/q37/question.txt,"Given the below YAML representing a DaemonSet, please assist in implementing the following requirements:
Add two containers to the DaemonSet:
    - The first container, named ""container-1"", should use the busybox image and execute a command to continuously echo 'Container 1 Running' every 10 seconds.
    - The second container, named ""container-2"", should also utilize the busybox image and execute a command to continuously echo 'Container 2 Running' every 15 seconds.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
```
","given the below yaml representing a daemonset, please assist in implementing the following requirements: add two containers to the daemonset: - the first container, named ""container-1"", should use the busybox image and execute a command to continuously echo 'container 1 running' every 10 seconds. - the second container, named ""container-2"", should also utilize the busybox image and execute a command to continuously echo 'container 2 running' every 15 seconds. ``` apiversion: apps/v1 kind: daemonset metadata: name: ds-multi-container spec: selector: matchlabels: name: ds-multi-container template: metadata: labels: name: ds-multi-container ```",7ca521120bfd44dcf2bc4045f51b7e2f040d1e988adc8f82a05649fb0685f981,692,86,data/docker_compose/Kubernetes/q37/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
    spec:
      containers:
      - name: container-1
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Container 1 Running'; sleep 10; done"" ]
      - name: container-2
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Container 2 Running'; sleep 15; done"" ]
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Container 1 Running'; sleep 10; done
        image: busybox
        name: container-1
      - command:
        - sh
        - -c
        - while true; do echo 'Container 2 Running'; sleep 15; done
        image: busybox
        name: container-2
",True,retain_both_variants_shared_split,ok,,group_027,exact_yaml_duplicate,validation
q37,Kubernetes,question_simplified,data/question/Kubernetes/q37/question_simplified.txt,"Add two containers to the DaemonSet:
- Container 1: busybox image, continuously echo 'Container 1 Running' every 10 seconds.
- Container 2: busybox image, continuously echo 'Container 2 Running' every 15 seconds.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
```
","add two containers to the daemonset: - container 1: busybox image, continuously echo 'container 1 running' every 10 seconds. - container 2: busybox image, continuously echo 'container 2 running' every 15 seconds. ``` apiversion: apps/v1 kind: daemonset metadata: name: ds-multi-container spec: selector: matchlabels: name: ds-multi-container template: metadata: labels: name: ds-multi-container ```",2cff7da4899790adbd98427576ee769072d41f2644b7736df70bd54aba058efd,433,49,data/docker_compose/Kubernetes/q37/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
    spec:
      containers:
      - name: container-1
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Container 1 Running'; sleep 10; done"" ]
      - name: container-2
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Container 2 Running'; sleep 15; done"" ]
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-multi-container
spec:
  selector:
    matchLabels:
      name: ds-multi-container
  template:
    metadata:
      labels:
        name: ds-multi-container
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Container 1 Running'; sleep 10; done
        image: busybox
        name: container-1
      - command:
        - sh
        - -c
        - while true; do echo 'Container 2 Running'; sleep 15; done
        image: busybox
        name: container-2
",True,retain_both_variants_shared_split,ok,,group_027,exact_yaml_duplicate,validation
q38,Kubernetes,question,data/question/Kubernetes/q38/question.txt,"Craft a yaml file to create a k8s DaemonSet. This DaemonSet should have Pods containing two containers: 
1. The first container named ""container-main"" should use the busybox image and run the command ""while true; do echo 'Main container'; sleep 10; done"".
2. The second container named ""container-sidecar"" should also use the busybox image, but execute the command ""while true; do ps aux; sleep 15; done"".
Both containers must share the same process namespace. Additionally, ensure that the Pod's metadata contains a label with the key ""name"" and value ""ds-share-process-ns"".
","craft a yaml file to create a k8s daemonset. this daemonset should have pods containing two containers: 1. the first container named ""container-main"" should use the busybox image and run the command ""while true; do echo 'main container'; sleep 10; done"". 2. the second container named ""container-sidecar"" should also use the busybox image, but execute the command ""while true; do ps aux; sleep 15; done"". both containers must share the same process namespace. additionally, ensure that the pod's metadata contains a label with the key ""name"" and value ""ds-share-process-ns"".",43b39987bbfa452ca9be6d571ed5a072fc3eea2789d5ad827954bb59d7a5cb4b,576,93,data/docker_compose/Kubernetes/q38/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      shareProcessNamespace: true
      containers:
      - name: container-main
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Main container'; sleep 10; done"" ]
      - name: container-sidecar
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do ps aux; sleep 15; done"" ]
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Main container'; sleep 10; done
        image: busybox
        name: container-main
      - command:
        - sh
        - -c
        - while true; do ps aux; sleep 15; done
        image: busybox
        name: container-sidecar
      shareProcessNamespace: true
",True,retain_both_variants_shared_split,ok,,group_028,exact_yaml_duplicate,validation
q38,Kubernetes,question_simplified,data/question/Kubernetes/q38/question_simplified.txt,"Create a yaml for a k8s DaemonSet. Pods have 2 containers: ""container-main"" with busybox image running ""while true; do echo 'Main container'; sleep 10; done"", and ""container-sidecar"" with busybox image running ""while true; do ps aux; sleep 15; done"". Both containers share the same process namespace. Pod metadata has label ""name: ds-share-process-ns"".
","create a yaml for a k8s daemonset. pods have 2 containers: ""container-main"" with busybox image running ""while true; do echo 'main container'; sleep 10; done"", and ""container-sidecar"" with busybox image running ""while true; do ps aux; sleep 15; done"". both containers share the same process namespace. pod metadata has label ""name: ds-share-process-ns"".",2619c16d162c937330e60bcc5dc9ebc03b1d5bad2d5b3dfecc938342f09c125a,353,54,data/docker_compose/Kubernetes/q38/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      shareProcessNamespace: true
      containers:
      - name: container-main
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Main container'; sleep 10; done"" ]
      - name: container-sidecar
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do ps aux; sleep 15; done"" ]
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Main container'; sleep 10; done
        image: busybox
        name: container-main
      - command:
        - sh
        - -c
        - while true; do ps aux; sleep 15; done
        image: busybox
        name: container-sidecar
      shareProcessNamespace: true
",True,retain_both_variants_shared_split,ok,,group_028,exact_yaml_duplicate,validation
q39,Kubernetes,question,data/question/Kubernetes/q39/question.txt,"Given the following YAML that created a DaemonSet, please help me:
1. Add two containers to the specification. The first container should be named ""container-main"", use the busybox image, and execute the 
command ""while true; do echo 'Main container'; sleep 10; done"". The second container should be named ""container-sidecar"", also use 
the ""busybox"" image, and execute the command ""while true; do ps aux; sleep 15; done"".
2. Ensure that the containers within this DaemonSet share the same process namespace by setting the appropriate field to true.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      containers:
      - name: container-main
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Main container'; sleep 10; done"" ]
      - name: container-sidecar
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do ps aux; sleep 15; done"" ]
```","given the following yaml that created a daemonset, please help me: 1. add two containers to the specification. the first container should be named ""container-main"", use the busybox image, and execute the command ""while true; do echo 'main container'; sleep 10; done"". the second container should be named ""container-sidecar"", also use the ""busybox"" image, and execute the command ""while true; do ps aux; sleep 15; done"". 2. ensure that the containers within this daemonset share the same process namespace by setting the appropriate field to true. ``` apiversion: apps/v1 kind: daemonset metadata: name: ds-share-process-ns spec: selector: matchlabels: name: ds-share-process-ns template: metadata: labels: name: ds-share-process-ns spec: containers: - name: container-main image: busybox command: [ ""sh"", ""-c"", ""while true; do echo 'main container'; sleep 10; done"" ] - name: container-sidecar image: busybox command: [ ""sh"", ""-c"", ""while true; do ps aux; sleep 15; done"" ] ```",8852b565b9dccbbe503e594e2bc22d5db59f571e2f53371dbef41ab450857ed8,1068,140,data/docker_compose/Kubernetes/q39/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      shareProcessNamespace: true
      containers:
      - name: container-main
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Main container'; sleep 10; done"" ]
      - name: container-sidecar
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do ps aux; sleep 15; done"" ]
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Main container'; sleep 10; done
        image: busybox
        name: container-main
      - command:
        - sh
        - -c
        - while true; do ps aux; sleep 15; done
        image: busybox
        name: container-sidecar
      shareProcessNamespace: true
",True,retain_both_variants_shared_split,ok,,group_028,exact_yaml_duplicate,validation
q39,Kubernetes,question_simplified,data/question/Kubernetes/q39/question_simplified.txt,"Add two containers to the DaemonSet: ""container-main"" with busybox image and command ""while true; do echo 'Main container'; sleep 10; done"", and ""container-sidecar"" with busybox image and command ""while true; do ps aux; sleep 15; done"". Set the appropriate field to true to ensure containers share the same process namespace.
```
apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      containers:
      - name: container-main
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Main container'; sleep 10; done"" ]
      - name: container-sidecar
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do ps aux; sleep 15; done"" ]
```","add two containers to the daemonset: ""container-main"" with busybox image and command ""while true; do echo 'main container'; sleep 10; done"", and ""container-sidecar"" with busybox image and command ""while true; do ps aux; sleep 15; done"". set the appropriate field to true to ensure containers share the same process namespace. ``` apiversion: apps/v1 kind: daemonset metadata: name: ds-share-process-ns spec: selector: matchlabels: name: ds-share-process-ns template: metadata: labels: name: ds-share-process-ns spec: containers: - name: container-main image: busybox command: [ ""sh"", ""-c"", ""while true; do echo 'main container'; sleep 10; done"" ] - name: container-sidecar image: busybox command: [ ""sh"", ""-c"", ""while true; do ps aux; sleep 15; done"" ] ```",a688fc07785e994bf4cbdf32684c4c9f6ffcf52aa5d534b4489fae20e268d08c,844,103,data/docker_compose/Kubernetes/q39/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      shareProcessNamespace: true
      containers:
      - name: container-main
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do echo 'Main container'; sleep 10; done"" ]
      - name: container-sidecar
        image: busybox
        command: [ ""sh"", ""-c"", ""while true; do ps aux; sleep 15; done"" ]
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-share-process-ns
spec:
  selector:
    matchLabels:
      name: ds-share-process-ns
  template:
    metadata:
      labels:
        name: ds-share-process-ns
    spec:
      containers:
      - command:
        - sh
        - -c
        - while true; do echo 'Main container'; sleep 10; done
        image: busybox
        name: container-main
      - command:
        - sh
        - -c
        - while true; do ps aux; sleep 15; done
        image: busybox
        name: container-sidecar
      shareProcessNamespace: true
",True,retain_both_variants_shared_split,ok,,group_028,exact_yaml_duplicate,validation
q40,Kubernetes,question,data/question/Kubernetes/q40/question.txt,"I want a DaemonSet YAML labeled as ""name: ds-grace-serviceaccount"" using the latest nginx image. The pods should have a termination grace 
period of 60 seconds and use the ""default"" service account.
","i want a daemonset yaml labeled as ""name: ds-grace-serviceaccount"" using the latest nginx image. the pods should have a termination grace period of 60 seconds and use the ""default"" service account.",c1fc6da06bd55abe54ec8e5f1bcb3983b754a36356a8e3f3843cffd2e085bf66,199,31,data/docker_compose/Kubernetes/q40/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-grace-serviceaccount # *
spec:
  selector:
    matchLabels:
      name: ds-grace-serviceaccount
  template:
    metadata:
      labels:
        name: ds-grace-serviceaccount
    spec:
      containers:
      - name: nginx
        image: nginx:latest
      terminationGracePeriodSeconds: 60
      serviceAccountName: default
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-grace-serviceaccount
spec:
  selector:
    matchLabels:
      name: ds-grace-serviceaccount
  template:
    metadata:
      labels:
        name: ds-grace-serviceaccount
    spec:
      containers:
      - image: nginx:latest
        name: nginx
      serviceAccountName: default
      terminationGracePeriodSeconds: 60
",True,retain_both_variants_shared_split,ok,,group_029,exact_yaml_duplicate,test
q40,Kubernetes,question_simplified,data/question/Kubernetes/q40/question_simplified.txt,"Create a DaemonSet YAML labeled as ""name: ds-grace-serviceaccount"" using the latest nginx image. Pods should have a termination grace period of 60s and use the ""default"" service account.
","create a daemonset yaml labeled as ""name: ds-grace-serviceaccount"" using the latest nginx image. pods should have a termination grace period of 60s and use the ""default"" service account.",eb284bf0aab0f67def25705edc3694900930246e006ca41283de034099c78381,187,28,data/docker_compose/Kubernetes/q40/labeled_code.yaml,target_yaml,"apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-grace-serviceaccount # *
spec:
  selector:
    matchLabels:
      name: ds-grace-serviceaccount
  template:
    metadata:
      labels:
        name: ds-grace-serviceaccount
    spec:
      containers:
      - name: nginx
        image: nginx:latest
      terminationGracePeriodSeconds: 60
      serviceAccountName: default
","apiVersion: apps/v1
kind: DaemonSet
metadata:
  name: ds-grace-serviceaccount
spec:
  selector:
    matchLabels:
      name: ds-grace-serviceaccount
  template:
    metadata:
      labels:
        name: ds-grace-serviceaccount
    spec:
      containers:
      - image: nginx:latest
        name: nginx
      serviceAccountName: default
      terminationGracePeriodSeconds: 60
",True,retain_both_variants_shared_split,ok,,group_029,exact_yaml_duplicate,test
